institution_id	esi	aas_publications	total_aas	tw_publications	total_tw	wp_publications	total_wp	nw_publications	total_nw	po_publications	total_po
70	Microbiology	67	627	67	928	2	3	6	7	3	3
86	Molecular Biology & Genetics	70	626	69	540	2	3	10	36	0	0
42	Engineering	198	624	189	753	0	0	3	5	1	1
57	Environment/Ecology	63	624	56	384	3	4	3	39	4	9
7	Psychiatry/Psychology	130	622	126	761	2	3	5	10	0	0
62	Molecular Biology & Genetics	34	622	34	731	2	2	10	27	0	0
21	Arts & Humanities	30	620	28	329	4	6	8	47	0	0
21	Pharmacology & Toxicology	25	613	25	183	1	1	4	83	0	0
8	Mathematics	148	612	139	1031	7	7	2	5	1	1
124	Neuroscience & Behavior	71	612	68	699	3	4	15	22	1	1
41	Immunology	59	612	54	329	4	8	12	50	1	1
44	Neuroscience & Behavior	83	608	81	606	4	4	15	27	2	2
65	Agricultural Sciences	27	607	27	527	2	5	6	43	2	6
72	Pharmacology & Toxicology	58	605	57	583	0	0	5	25	2	2
121	Pharmacology & Toxicology	56	604	54	763	2	2	7	15	2	3
56	Agricultural Sciences	83	602	77	721	4	5	10	20	2	2
16	Space Sciences	49	602	46	277	5	11	3	43	0	0
34	Computer Science	113	601	104	512	1	1	9	27	2	2
86	Biology & Biochemistry	72	601	70	657	6	13	13	24	0	0
3	Neuroscience & Behavior	65	601	62	510	5	5	12	35	1	4
81	Agricultural Sciences	49	600	47	855	1	1	7	12	0	0
30	Pharmacology & Toxicology	103	599	95	472	0	0	11	24	1	1
16	Physics	247	598	243	766	3	10	8	8	0	0
59	Social Sciences, General	99	594	82	490	2	2	10	12	2	2
128	Pharmacology & Toxicology	85	594	84	783	0	0	9	12	3	3
80	Immunology	54	594	53	813	1	1	6	20	2	2
135	Clinical Medicine	76	591	72	580	1	1	15	29	2	3
16	Arts & Humanities	47	591	43	618	5	10	5	24	0	0
51	Environment/Ecology	59	589	55	580	1	2	10	23	4	6
4	Economics & Business	64	585	61	735	2	4	3	8	2	2
113	Social Sciences, General	52	584	52	906	2	4	1	1	0	0
44	Materials Science	156	581	147	667	3	9	6	10	0	0
28	Physics	33	581	32	368	1	2	3	47	0	0
13	Molecular Biology & Genetics	38	579	38	779	0	0	9	16	0	0
78	Psychiatry/Psychology	35	578	34	977	0	0	3	5	0	0
158	Biology & Biochemistry	10	577	10	853	0	0	1	10	0	0
43	Agricultural Sciences	49	576	46	332	1	1	12	45	0	0
15	Molecular Biology & Genetics	42	576	41	622	0	0	9	34	0	0
44	Immunology	55	575	54	579	0	0	4	29	2	2
28	Materials Science	48	574	45	286	1	2	5	49	0	0
104	Agricultural Sciences	35	574	35	632	0	0	10	27	0	0
57	Engineering	57	572	52	449	0	0	4	34	3	3
58	Economics & Business	49	572	46	351	1	1	11	42	2	2
77	Immunology	72	571	70	710	2	3	7	14	2	2
44	Psychiatry/Psychology	66	570	63	598	1	1	11	22	0	0
79	Agricultural Sciences	62	570	59	726	1	1	6	12	0	0
33	Computer Science	157	567	147	664	3	3	1	3	2	2
17	Environment/Ecology	81	566	74	569	0	0	5	20	6	9
23	Engineering	128	565	114	444	4	7	11	24	7	12
117	Economics & Business	85	565	79	678	0	0	6	8	5	5
59	Engineering	180	564	167	724	1	2	3	3	6	8
64	Microbiology	39	564	38	456	2	4	3	39	0	0
150	Biology & Biochemistry	7	560	7	140	1	13	2	172	0	0
150	Chemistry	5	560	5	135	1	13	2	172	0	0
100	Chemistry	89	558	86	743	0	0	9	17	0	0
80	Neuroscience & Behavior	62	552	57	602	0	0	11	26	2	5
13	Chemistry	103	549	93	627	3	4	16	40	0	0
106	Neuroscience & Behavior	55	549	52	383	0	0	13	40	0	0
52	Computer Science	84	546	81	448	0	0	2	28	1	1
64	Neuroscience & Behavior	37	546	35	363	1	1	7	45	0	0
155	Molecular Biology & Genetics	32	546	32	504	1	2	10	29	0	0
62	Agricultural Sciences	31	543	31	587	0	0	4	23	1	8
42	Chemistry	176	542	170	683	4	5	5	7	1	1
96	Pharmacology & Toxicology	50	542	48	721	0	0	6	12	2	2
13	Neuroscience & Behavior	55	540	55	423	2	4	15	36	0	0
131	Immunology	53	538	50	395	1	1	6	48	1	1
12	Computer Science	93	536	87	788	1	2	9	19	0	0
97	Molecular Biology & Genetics	38	532	37	560	0	0	7	28	0	0
121	Neuroscience & Behavior	53	530	51	616	1	1	12	29	1	4
79	Molecular Biology & Genetics	53	529	53	645	1	7	4	20	0	0
4	Pharmacology & Toxicology	51	529	51	333	3	6	4	41	0	0
59	Economics & Business	65	526	60	483	0	0	2	6	2	2
112	Agricultural Sciences	36	526	34	584	0	0	9	22	0	0
46	Neuroscience & Behavior	32	526	30	534	0	0	5	26	0	0
7	Molecular Biology & Genetics	82	525	78	436	2	3	11	32	0	0
1	Molecular Biology & Genetics	46	525	42	632	2	3	9	22	1	1
53	Psychiatry/Psychology	45	523	43	356	0	0	4	37	1	1
78	Plant & Animal Science	15	523	14	255	1	1	2	48	0	0
28	Immunology	10	523	9	417	0	0	4	30	2	5
11	Pharmacology & Toxicology	93	520	90	748	2	2	4	5	1	3
11	Microbiology	90	519	84	836	1	1	3	3	1	1
77	Microbiology	52	519	51	488	1	2	5	34	3	6
108	Engineering	7	519	5	128	2	2	2	53	0	0
13	Psychiatry/Psychology	83	518	77	593	0	0	7	16	1	1
41	Psychiatry/Psychology	51	518	49	544	1	1	9	21	1	1
119	Molecular Biology & Genetics	45	518	43	374	1	1	6	37	0	0
65	Biology & Biochemistry	34	518	32	645	1	1	5	17	1	1
112	Psychiatry/Psychology	89	517	85	566	1	2	4	14	0	0
103	Engineering	34	516	34	357	1	2	6	38	1	2
31	Economics & Business	90	515	83	541	1	1	3	7	6	9
72	Microbiology	56	515	56	627	1	2	4	15	2	2
2	Clinical Medicine	62	514	58	712	3	4	4	9	5	5
108	Materials Science	7	514	5	121	2	2	2	53	0	0
43	Materials Science	159	513	147	501	1	1	4	14	0	0
10	Microbiology	56	513	55	430	1	1	7	23	0	0
17	Psychiatry/Psychology	36	513	34	266	2	3	7	40	2	5
71	Pharmacology & Toxicology	71	512	69	788	1	2	7	7	1	1
96	Biology & Biochemistry	60	512	58	779	1	2	7	11	0	0
91	Pharmacology & Toxicology	51	512	47	631	0	0	8	16	1	1
117	Agricultural Sciences	13	512	13	711	0	0	5	14	0	0
147	Molecular Biology & Genetics	5	512	5	1021	1	2	1	3	0	0
23	Immunology	44	511	43	313	1	1	4	42	2	2
58	Arts & Humanities	26	511	26	1112	2	3	4	5	0	0
7	Neuroscience & Behavior	73	510	69	646	1	1	9	16	0	0
1	Materials Science	137	509	123	353	5	11	6	24	1	1
44	Space Sciences	20	509	20	167	5	38	5	48	0	0
30	Immunology	54	508	54	792	2	2	2	5	1	3
113	Environment/Ecology	88	506	81	647	2	2	4	5	3	4
121	Immunology	60	506	59	786	0	0	5	8	1	1
15	Pharmacology & Toxicology	67	505	64	604	1	4	7	11	1	4
57	Microbiology	97	504	94	550	1	1	3	18	1	1
80	Molecular Biology & Genetics	19	504	19	411	1	3	5	37	0	0
21	Space Sciences	43	501	38	221	4	4	3	24	0	0
113	Psychiatry/Psychology	71	497	70	734	0	0	5	5	1	1
130	Chemistry	39	497	34	459	0	0	11	25	0	0
93	Biology & Biochemistry	14	496	14	798	0	0	3	13	0	0
29	Physics	148	495	132	371	6	11	9	25	1	1
61	Molecular Biology & Genetics	3	495	3	456	0	0	2	23	0	0
109	Agricultural Sciences	37	493	35	747	1	1	2	3	1	2
40	Mathematics	188	492	182	826	3	3	2	2	0	0
117	Computer Science	52	492	50	398	1	1	3	29	0	0
43	Computer Science	81	491	79	819	3	3	1	1	1	1
75	Agricultural Sciences	43	491	40	530	0	0	7	26	0	0
129	Microbiology	52	490	52	805	1	2	3	4	2	2
49	Biology & Biochemistry	84	489	80	676	1	1	5	5	1	1
31	Computer Science	129	488	116	538	7	9	2	5	1	1
71	Agricultural Sciences	36	487	36	716	0	0	1	2	0	0
119	Biology & Biochemistry	52	486	52	593	2	3	5	19	0	0
112	Neuroscience & Behavior	42	486	38	304	3	12	12	38	1	1
12	Materials Science	93	485	92	285	0	0	6	30	0	0
56	Materials Science	85	484	80	564	1	1	6	16	0	0
7	Materials Science	84	484	77	643	3	3	5	9	0	0
103	Chemistry	46	484	46	263	1	2	6	41	1	2
21	Biology & Biochemistry	38	482	31	367	3	3	11	27	0	0
61	Environment/Ecology	34	478	31	695	1	1	5	7	3	7
89	Microbiology	54	473	54	719	2	3	2	7	2	4
112	Environment/Ecology	44	473	39	439	1	1	7	19	1	1
112	Immunology	17	473	17	862	0	0	1	1	1	1
154	Molecular Biology & Genetics	14	473	13	258	0	0	5	45	0	0
10	Pharmacology & Toxicology	39	470	37	224	2	4	8	47	0	0
57	Molecular Biology & Genetics	12	470	11	471	1	1	3	30	0	0
86	Psychiatry/Psychology	53	469	52	607	4	5	7	12	0	0
133	Global	47	468	44	536	2	7	8	23	1	1
90	Global	43	468	43	484	1	3	3	27	1	1
155	Psychiatry/Psychology	67	466	65	395	0	0	12	19	0	0
106	Immunology	45	465	44	604	1	1	6	11	0	0
17	Economics & Business	43	465	39	469	1	1	4	19	6	7
73	Biology & Biochemistry	9	463	9	111	1	4	2	51	0	0
97	Biology & Biochemistry	26	461	25	514	1	1	3	27	1	2
58	Physics	15	461	15	418	1	1	8	29	0	0
70	Molecular Biology & Genetics	13	460	12	471	0	0	3	26	0	0
151	Global	78	457	73	700	4	6	9	11	0	0
91	Microbiology	27	457	27	675	0	0	2	10	0	0
16	Pharmacology & Toxicology	87	455	86	482	0	0	10	15	1	1
72	Agricultural Sciences	46	455	44	611	0	0	6	11	0	0
129	Molecular Biology & Genetics	20	455	20	500	0	0	3	21	0	0
9	Mathematics	147	454	131	649	6	10	6	8	0	0
114	Microbiology	79	453	78	547	2	3	8	11	1	1
113	Chemistry	86	452	80	430	1	3	7	19	0	0
41	Chemistry	81	452	77	372	3	5	7	28	0	0
62	Plant & Animal Science	38	452	37	622	1	1	3	14	0	0
88	Microbiology	70	450	67	607	3	3	4	8	3	3
155	Biology & Biochemistry	27	447	26	515	1	1	7	20	0	0
69	Neuroscience & Behavior	86	446	79	659	1	1	7	7	2	2
46	Agricultural Sciences	58	446	53	393	2	3	7	29	1	2
19	Materials Science	83	443	73	287	1	1	9	22	0	0
129	Environment/Ecology	29	443	28	242	0	0	8	36	0	0
50	Space Sciences	34	442	33	334	7	47	3	28	0	0
130	Psychiatry/Psychology	48	441	44	414	4	5	8	21	1	1
16	Economics & Business	63	439	59	464	2	2	5	13	2	2
143	Biology & Biochemistry	51	437	48	675	1	1	8	10	0	0
4	Agricultural Sciences	104	436	99	518	2	5	6	7	2	2
82	Immunology	52	436	51	629	0	0	5	13	0	0
85	Psychiatry/Psychology	20	436	20	587	0	0	2	7	0	0
88	Neuroscience & Behavior	61	435	57	587	0	0	9	11	3	4
161	Clinical Medicine	51	435	48	426	0	0	6	22	1	1
45	Environment/Ecology	86	433	84	619	3	6	2	9	1	1
10	Neuroscience & Behavior	76	433	76	366	2	3	9	23	0	0
81	Immunology	63	432	62	632	0	0	5	6	1	1
133	Clinical Medicine	32	431	31	490	0	0	8	23	1	1
96	Molecular Biology & Genetics	29	431	29	464	0	0	3	18	0	0
32	Economics & Business	88	429	80	475	1	2	2	7	6	6
64	Immunology	65	429	62	613	1	2	6	11	0	0
143	Neuroscience & Behavior	59	429	56	481	3	3	8	12	1	1
38	Mathematics	50	429	44	677	3	3	2	9	0	0
15	Economics & Business	101	427	91	494	1	1	6	7	3	3
44	Economics & Business	94	426	82	412	1	2	5	6	7	21
30	Arts & Humanities	37	426	32	402	5	18	5	15	1	2
45	Social Sciences, General	36	426	35	349	0	0	4	21	0	0
51	Agricultural Sciences	20	426	20	342	1	1	6	29	2	2
7	Pharmacology & Toxicology	79	425	74	363	3	4	10	20	0	0
11	Psychiatry/Psychology	69	424	67	637	1	1	8	11	0	0
149	Psychiatry/Psychology	41	424	41	315	0	0	9	26	0	0
83	Chemistry	32	424	30	301	1	1	5	34	0	0
7	Microbiology	83	423	79	607	4	5	3	6	0	0
58	Biology & Biochemistry	18	421	18	528	0	0	2	14	0	0
69	Biology & Biochemistry	53	420	53	644	0	0	5	14	0	0
77	Molecular Biology & Genetics	30	420	30	402	0	0	6	26	0	0
56	Physics	98	419	96	372	1	2	5	19	0	0
71	Microbiology	84	419	82	582	2	3	5	10	1	1
45	Engineering	83	419	80	688	0	0	0	0	2	2
48	Mathematics	103	418	101	421	0	0	6	22	1	1
7	Computer Science	92	418	90	474	1	1	5	10	1	1
75	Pharmacology & Toxicology	58	418	55	625	0	0	7	9	0	0
68	Agricultural Sciences	44	418	43	337	1	2	7	25	0	0
65	Pharmacology & Toxicology	39	418	38	351	0	0	5	23	2	2
43	Economics & Business	56	417	54	505	3	4	4	15	1	2
33	Pharmacology & Toxicology	93	416	88	480	4	7	8	11	1	2
68	Physics	40	416	40	503	1	1	3	22	2	4
123	Biology & Biochemistry	36	416	35	465	1	1	5	18	0	0
115	Neuroscience & Behavior	19	414	19	733	1	1	5	14	1	1
160	Biology & Biochemistry	40	413	39	404	0	0	6	30	0	0
110	Psychiatry/Psychology	69	412	68	458	4	7	5	12	0	0
68	Biology & Biochemistry	62	410	61	389	1	1	7	22	0	0
113	Pharmacology & Toxicology	47	410	47	355	1	4	4	25	0	0
129	Pharmacology & Toxicology	49	407	49	651	0	0	4	5	1	1
95	Neuroscience & Behavior	32	406	31	628	1	1	3	6	1	1
24	Pharmacology & Toxicology	52	405	49	428	3	3	10	11	0	0
5	Computer Science	98	403	92	421	0	0	6	10	1	1
140	Global	54	403	54	560	0	0	4	8	1	1
123	Environment/Ecology	10	401	8	606	1	1	3	8	0	0
21	Engineering	107	400	97	360	2	2	10	13	3	3
130	Plant & Animal Science	11	400	11	537	0	0	1	19	1	1
47	Pharmacology & Toxicology	64	399	62	390	0	0	6	25	0	0
92	Plant & Animal Science	2	399	2	123	1	3	1	42	0	0
92	Neuroscience & Behavior	23	398	23	638	0	0	4	7	2	3
53	Social Sciences, General	59	397	56	515	3	3	2	7	0	0
81	Microbiology	56	395	56	600	0	0	3	4	1	1
30	Materials Science	98	393	95	369	1	1	4	13	1	1
20	Computer Science	73	392	72	454	2	2	4	12	0	0
136	Plant & Animal Science	27	391	23	191	4	6	4	31	0	0
81	Pharmacology & Toxicology	42	390	41	568	2	2	5	6	1	1
19	Computer Science	133	388	119	504	3	4	3	5	1	1
100	Psychiatry/Psychology	59	388	55	469	0	0	5	6	3	6
74	Molecular Biology & Genetics	18	387	18	148	1	1	4	37	0	0
92	Psychiatry/Psychology	14	387	13	471	1	1	2	14	1	1
7	Arts & Humanities	13	387	11	421	2	2	2	18	0	0
37	Mathematics	132	386	124	312	3	3	5	22	1	1
124	Immunology	36	386	36	513	0	0	5	10	3	3
23	Economics & Business	14	386	13	107	0	0	1	37	0	0
57	Agricultural Sciences	112	384	104	452	2	2	3	3	4	8
12	Arts & Humanities	33	384	32	491	1	3	4	10	0	0
145	Agricultural Sciences	29	384	29	283	0	0	2	32	0	0
34	Physics	106	382	95	288	0	0	12	18	1	1
57	Plant & Animal Science	80	381	77	533	4	4	1	2	1	1
137	Neuroscience & Behavior	40	379	39	456	1	1	9	12	0	0
2	Social Sciences, General	30	378	30	224	0	0	1	31	0	0
20	Arts & Humanities	27	377	27	276	0	0	2	20	0	0
21	Neuroscience & Behavior	26	377	23	360	1	2	8	20	0	0
91	Molecular Biology & Genetics	24	377	23	303	0	0	3	28	0	0
132	Molecular Biology & Genetics	11	376	11	285	0	0	4	32	0	0
78	Environment/Ecology	9	375	9	201	1	1	2	29	0	0
29	Economics & Business	90	374	85	303	1	1	6	14	4	6
19	Economics & Business	66	374	64	403	0	0	0	0	1	2
28	Geosciences	39	373	39	447	1	1	2	11	0	0
5	Economics & Business	52	372	44	295	0	0	3	12	5	11
17	Mathematics	13	372	13	533	0	0	1	11	0	0
60	Computer Science	56	371	55	617	3	4	3	3	1	1
98	Immunology	50	371	49	435	1	3	5	12	1	1
140	Clinical Medicine	39	366	39	483	0	0	4	8	1	1
128	Molecular Biology & Genetics	29	366	29	327	0	0	2	23	0	0
114	Agricultural Sciences	31	364	30	458	1	1	8	12	0	0
68	Molecular Biology & Genetics	39	363	39	383	2	2	8	15	0	0
100	Plant & Animal Science	24	360	24	167	1	1	3	38	0	0
20	Materials Science	109	359	102	361	1	1	3	7	0	0
51	Molecular Biology & Genetics	49	359	49	499	1	1	7	8	0	0
154	Environment/Ecology	14	358	14	221	1	1	2	31	0	0
93	Geosciences	3	358	3	566	0	0	2	17	0	0
58	Molecular Biology & Genetics	9	357	9	211	0	0	2	28	0	0
108	Microbiology	51	356	49	417	1	1	6	14	0	0
17	Engineering	131	355	117	342	2	3	7	8	6	9
147	Clinical Medicine	38	355	38	502	0	0	5	12	0	0
2	Physics	86	354	80	326	0	0	6	15	2	2
149	Neuroscience & Behavior	38	354	35	345	0	0	9	15	0	0
17	Space Sciences	3	353	3	43	0	0	1	44	0	0
16	Microbiology	71	352	65	347	3	4	4	11	1	1
154	Biology & Biochemistry	35	352	35	491	0	0	3	11	0	0
90	Clinical Medicine	24	352	24	400	0	0	1	20	1	1
74	Immunology	48	351	48	568	0	0	1	3	1	1
91	Biology & Biochemistry	41	350	40	463	0	0	8	13	0	0
45	Chemistry	77	349	74	486	1	1	2	2	0	0
49	Microbiology	63	349	56	290	3	5	8	13	0	0
138	Agricultural Sciences	33	349	33	548	0	0	3	3	0	0
132	Immunology	39	348	39	460	0	0	4	10	0	0
24	Psychiatry/Psychology	21	348	21	258	2	3	6	21	0	0
59	Chemistry	117	347	110	496	1	1	4	4	0	0
26	Space Sciences	108	347	107	361	1	1	0	0	0	0
53	Agricultural Sciences	56	346	53	336	0	0	6	14	1	2
129	Neuroscience & Behavior	23	346	21	410	0	0	3	10	0	0
41	Molecular Biology & Genetics	48	345	48	274	0	0	4	17	0	0
11	Materials Science	94	344	91	439	1	4	2	2	0	0
106	Agricultural Sciences	23	344	23	440	0	0	3	16	1	2
95	Economics & Business	48	343	45	433	0	0	4	7	1	1
127	Immunology	22	342	22	479	0	0	4	12	0	0
13	Microbiology	46	341	43	502	0	0	2	7	0	0
2	Agricultural Sciences	96	340	90	317	0	0	5	8	4	4
134	Environment/Ecology	8	339	8	235	1	1	2	31	0	0
53	Engineering	106	338	104	348	0	0	6	10	0	0
53	Microbiology	48	338	48	355	1	2	4	12	0	0
87	Agricultural Sciences	29	337	29	453	0	0	0	0	0	0
28	Microbiology	18	337	16	136	0	0	2	32	1	1
52	Arts & Humanities	29	336	27	288	3	4	6	18	0	0
143	Pharmacology & Toxicology	47	335	45	429	0	0	4	5	0	0
75	Environment/Ecology	32	335	32	376	1	1	6	11	0	0
80	Microbiology	36	333	36	497	0	0	3	6	2	2
62	Psychiatry/Psychology	36	333	35	348	0	0	3	15	1	1
126	Psychiatry/Psychology	8	333	8	224	0	0	4	23	0	0
74	Microbiology	36	332	35	355	0	0	2	11	0	0
88	Molecular Biology & Genetics	20	332	18	166	1	1	2	30	0	0
77	Biology & Biochemistry	19	332	19	263	0	0	7	27	0	0
18	Psychiatry/Psychology	39	331	35	268	1	1	6	11	0	0
112	Plant & Animal Science	35	331	29	277	0	0	9	20	0	0
62	Geosciences	20	330	20	407	1	4	2	16	0	0
46	Pharmacology & Toxicology	41	329	38	279	2	2	10	22	0	0
62	Engineering	45	328	45	459	0	0	4	5	1	2
143	Psychiatry/Psychology	25	328	24	262	1	1	4	20	0	0
91	Psychiatry/Psychology	33	326	32	301	0	0	6	15	1	1
132	Neuroscience & Behavior	26	323	26	485	0	0	6	7	1	1
15	Space Sciences	13	323	13	381	1	2	1	3	0	0
58	Pharmacology & Toxicology	4	323	4	206	0	0	3	29	0	0
1	Pharmacology & Toxicology	62	322	56	290	2	2	7	14	0	0
11	Agricultural Sciences	51	322	48	366	1	1	3	7	0	0
11	Physics	87	321	84	390	0	0	2	2	2	2
155	Microbiology	34	320	34	336	1	1	6	13	2	2
28	Pharmacology & Toxicology	31	320	30	263	1	1	4	18	2	2
20	Economics & Business	55	319	52	426	0	0	0	0	1	2
15	Mathematics	74	318	69	406	0	0	8	10	0	0
51	Economics & Business	25	318	25	439	0	0	1	4	2	3
113	Engineering	63	317	60	425	0	0	3	5	0	0
141	Global	18	317	18	197	0	0	3	97	0	0
79	Psychiatry/Psychology	32	315	31	329	1	2	6	13	0	0
70	Pharmacology & Toxicology	40	313	39	479	0	0	3	3	2	2
1	Computer Science	85	311	81	348	2	2	2	3	0	0
36	Space Sciences	42	310	40	214	5	6	2	2	0	0
52	Pharmacology & Toxicology	57	309	51	341	3	4	4	11	0	0
2	Geosciences	60	308	59	388	1	2	2	6	2	2
148	Physics	24	308	23	249	0	0	4	22	1	2
14	Materials Science	13	308	13	184	0	0	1	31	0	0
67	Global	57	307	49	375	1	1	6	10	0	0
62	Pharmacology & Toxicology	37	307	37	391	0	0	1	10	0	0
24	Microbiology	42	306	38	369	0	0	5	8	2	3
137	Immunology	38	306	37	506	0	0	3	5	0	0
5	Physics	105	305	103	397	1	1	3	3	0	0
125	Biology & Biochemistry	33	305	32	420	0	0	3	4	0	0
44	Mathematics	101	304	100	481	1	1	0	0	1	1
11	Arts & Humanities	25	304	24	204	1	1	2	17	0	0
46	Environment/Ecology	20	304	18	245	1	1	3	21	1	1
82	Microbiology	33	303	32	487	0	0	3	6	1	1
110	Biology & Biochemistry	24	303	23	355	1	1	5	9	0	0
87	Immunology	48	302	46	444	0	0	4	9	0	0
77	Pharmacology & Toxicology	26	302	26	409	0	0	6	6	1	1
75	Molecular Biology & Genetics	37	301	35	285	0	0	8	12	0	0
94	Biology & Biochemistry	21	301	20	431	0	0	4	9	0	0
150	Agricultural Sciences	18	301	18	354	0	0	2	15	1	2
58	Geosciences	15	301	14	312	3	5	3	14	1	1
42	Computer Science	70	300	63	340	0	0	2	4	1	1
84	Chemistry	29	300	27	83	2	4	2	28	0	0
75	Psychiatry/Psychology	19	300	18	305	0	0	5	9	2	2
53	Biology & Biochemistry	46	299	45	299	2	3	3	13	0	0
89	Biology & Biochemistry	36	299	36	452	1	3	2	7	0	0
71	Psychiatry/Psychology	14	299	14	175	0	0	5	23	0	0
16	Computer Science	101	296	95	290	2	2	6	6	1	2
103	Materials Science	9	296	9	103	0	0	4	29	1	2
11	Space Sciences	7	296	7	59	2	32	2	29	0	0
22	Mathematics	158	295	150	359	3	3	3	7	2	2
13	Materials Science	70	295	66	274	2	3	4	10	0	0
100	Engineering	47	295	41	330	0	0	6	12	1	1
80	Pharmacology & Toxicology	36	295	36	338	0	0	2	13	1	1
68	Immunology	32	293	32	410	2	2	6	8	0	0
2	Chemistry	121	292	116	342	2	10	4	4	2	2
68	Social Sciences, General	45	292	45	378	1	1	1	3	0	0
63	Immunology	33	292	32	461	1	2	1	1	1	1
75	Biology & Biochemistry	32	291	31	279	0	0	6	15	2	2
163	Global	10	291	10	433	1	2	1	1	0	0
52	Microbiology	21	290	20	469	0	0	2	3	0	0
42	Physics	93	288	90	351	0	0	3	4	2	2
107	Engineering	38	288	36	128	1	1	6	26	0	0
1	Immunology	34	288	34	473	0	0	3	3	0	0
66	Biology & Biochemistry	21	288	21	195	0	0	3	22	0	0
27	Mathematics	108	287	104	412	3	3	1	1	0	0
88	Biology & Biochemistry	10	286	10	140	0	0	1	28	0	0
28	Plant & Animal Science	6	286	6	243	0	0	2	19	0	0
153	Neuroscience & Behavior	42	285	41	369	0	0	6	7	0	0
76	Immunology	21	283	21	375	0	0	4	11	0	0
116	Molecular Biology & Genetics	17	283	15	325	0	0	4	14	0	0
7	Immunology	44	282	42	483	1	1	2	2	3	4
62	Neuroscience & Behavior	24	282	23	296	0	0	3	17	0	0
31	Materials Science	95	281	91	349	1	1	2	3	0	0
120	Microbiology	43	281	42	425	1	1	3	4	1	1
28	Neuroscience & Behavior	33	281	33	317	2	2	4	8	1	1
101	Microbiology	30	281	28	249	1	1	6	15	1	1
10	Materials Science	76	280	69	209	3	8	7	14	0	0
129	Psychiatry/Psychology	22	280	21	329	0	0	3	5	0	0
70	Neuroscience & Behavior	24	278	22	228	0	0	6	18	0	0
151	Social Sciences, General	31	277	31	479	3	5	5	7	0	0
49	Molecular Biology & Genetics	10	277	9	329	1	10	1	10	0	0
106	Pharmacology & Toxicology	28	274	27	386	1	1	3	4	0	0
46	Molecular Biology & Genetics	12	273	11	334	0	0	4	13	0	0
68	Pharmacology & Toxicology	26	272	26	203	0	0	3	20	0	0
88	Pharmacology & Toxicology	44	271	43	392	1	1	2	15	1	1
143	Molecular Biology & Genetics	28	271	28	207	1	1	2	17	0	0
66	Molecular Biology & Genetics	24	270	24	280	1	2	1	14	0	0
46	Biology & Biochemistry	28	268	25	283	0	0	6	12	0	0
54	Microbiology	15	268	14	198	0	0	1	16	0	0
155	Pharmacology & Toxicology	34	267	34	474	0	0	1	1	1	1
36	Arts & Humanities	21	266	19	389	2	2	3	7	0	0
11	Immunology	33	265	33	426	0	0	4	5	0	0
66	Environment/Ecology	4	265	4	371	0	0	2	4	0	0
104	Psychiatry/Psychology	38	264	37	339	1	1	3	3	0	0
66	Pharmacology & Toxicology	20	264	20	373	0	0	4	4	1	1
137	Microbiology	31	263	31	435	0	0	2	3	0	0
24	Social Sciences, General	25	263	22	308	6	9	1	2	2	3
154	Neuroscience & Behavior	12	263	12	340	0	0	4	4	1	2
74	Neuroscience & Behavior	32	262	30	266	2	2	6	12	0	0
126	Neuroscience & Behavior	29	262	29	149	0	0	3	21	0	0
82	Agricultural Sciences	15	262	15	329	0	0	5	8	1	1
99	Chemistry	46	261	40	208	3	3	8	16	0	0
30	Agricultural Sciences	40	261	39	331	2	2	4	4	2	2
36	Pharmacology & Toxicology	24	259	23	160	0	0	5	19	0	0
3	Immunology	17	259	17	314	1	1	1	9	0	0
163	Environment/Ecology	6	259	6	407	1	2	1	1	0	0
55	Engineering	21	258	21	142	0	0	5	20	0	0
112	Molecular Biology & Genetics	21	258	20	299	0	0	6	8	0	0
21	Immunology	3	258	3	58	0	0	2	29	0	0
131	Agricultural Sciences	17	257	16	348	1	1	1	5	0	0
126	Immunology	39	256	39	449	2	4	0	0	0	0
69	Microbiology	38	256	38	477	0	0	1	1	1	1
17	Social Sciences, General	42	254	42	423	0	0	1	2	0	0
100	Physics	21	254	20	149	1	2	5	18	1	2
4	Psychiatry/Psychology	39	253	38	263	0	0	5	10	0	0
81	Biology & Biochemistry	32	253	31	282	0	0	4	13	0	0
29	Arts & Humanities	36	251	36	258	1	1	2	7	0	0
138	Computer Science	14	250	13	268	0	0	3	12	0	0
71	Biology & Biochemistry	63	249	62	432	0	0	3	3	0	0
112	Social Sciences, General	38	249	37	231	0	0	2	12	0	0
119	Microbiology	26	248	25	216	1	1	2	12	1	1
14	Space Sciences	2	248	2	75	1	6	2	24	0	0
60	Geosciences	43	247	41	184	1	1	2	2	1	2
51	Pharmacology & Toxicology	32	246	31	297	0	0	8	9	1	2
53	Materials Science	78	245	75	253	2	5	2	4	0	0
143	Agricultural Sciences	30	245	29	299	0	0	4	8	0	0
110	Pharmacology & Toxicology	15	245	15	292	0	0	3	5	0	0
50	Microbiology	19	244	18	120	0	0	5	22	0	0
145	Microbiology	9	244	9	189	0	0	3	14	0	0
100	Environment/Ecology	33	243	32	361	0	0	2	2	1	1
106	Microbiology	31	243	30	281	1	1	3	4	1	1
117	Engineering	78	242	74	330	1	1	2	2	1	1
68	Chemistry	54	242	53	328	1	1	2	4	0	0
119	Pharmacology & Toxicology	38	242	38	423	0	0	1	1	0	0
26	Materials Science	89	241	84	268	1	1	4	5	0	0
94	Agricultural Sciences	23	241	23	289	2	2	5	7	1	1
